model,system,round,codebleu,rougeLsum,score_document,score_reference,score_reference_document
gemma-2-9b-it,rotor,round_1,0.1848,0.2583,27,0,27
gemma-2-9b-it,rotor,round_2,0.96,0.9977,64,77,80
gemma-2-9b-it,rotor,round_3,0.7968,0.9485,55,54,49
gemma-2-9b-it,scm,round_1,0.2143,0.2278,30,20,17
gemma-2-9b-it,scm,round_2,0.6291,0.8419,12,39,44
gemma-2-9b-it,scm,round_3,0.603,0.8116,32,35,35
gemma-2-9b-it,scm_hill,round_1,0.222,0.3035,12,7,32
gemma-2-9b-it,scm_hill,round_2,0.5932,0.8106,27,42,22
gemma-2-9b-it,scm_hill,round_3,0.8454,0.942,50,42,34
gemma-2-9b-it,sedan,round_1,0.1612,0.1866,40,2,17
gemma-2-9b-it,sedan,round_2,0.6148,0.7596,12,12,12
gemma-2-9b-it,sedan,round_3,0.6105,0.8321,12,0,27
gemma-2-9b-it,sensros,round_1,0.2111,0.2483,78,0,12
gemma-2-9b-it,sensros,round_2,0.6425,0.8296,25,20,34
gemma-2-9b-it,sensros,round_3,0.6538,0.7832,25,14,0
gemma-2-9b-it,slider_crank,round_1,0.2719,0.4286,59,20,25
gemma-2-9b-it,slider_crank,round_2,0.8464,0.8713,49,54,39
gemma-2-9b-it,slider_crank,round_3,0.8957,0.9755,57,54,27
gemma-2-9b-it,tablecloth,round_1,0.1484,0.2176,17,7,29
gemma-2-9b-it,tablecloth,round_2,0.6708,0.9157,12,51,46
gemma-2-9b-it,tablecloth,round_3,0.7308,0.868,29,27,42
gemma-2-9b-it,turtlebot,round_1,0.2132,0.5183,0,0,2
gemma-2-9b-it,turtlebot,round_2,0.8098,0.9578,45,66,66
gemma-2-9b-it,turtlebot,round_3,0.4749,0.7705,27,32,27
gemma-2-9b-it,uazbus,round_1,0.2088,0.329,29,2,17
gemma-2-9b-it,uazbus,round_2,0.8097,0.8616,64,39,37
gemma-2-9b-it,uazbus,round_3,0.8741,0.9674,52,37,27
gemma-2-9b-it,veh_app,round_1,0.1843,0.2643,24,10,25
gemma-2-9b-it,veh_app,round_2,0.7297,0.8817,74,24,24
gemma-2-9b-it,veh_app,round_3,0.7603,0.8338,22,29,37
gemma-2-9b-it,vehros,round_1,0.2445,0.293,0,22,15
gemma-2-9b-it,vehros,round_2,0.5979,0.8299,69,12,12
gemma-2-9b-it,vehros,round_3,0.7215,0.9106,22,47,37
gemma-2-9b-it,viper,round_1,0.2492,0.5304,22,10,32
gemma-2-9b-it,viper,round_2,0.8353,0.9957,39,59,87
gemma-2-9b-it,viper,round_3,0.7444,0.8103,74,30,12
gemma-3-1b-it,art,round_1,0.1886,0.23,15,2,7
gemma-3-1b-it,art,round_2,1.0,1.0,17,90,90
gemma-3-1b-it,art,round_3,0.9562,0.9923,72,65,70
gemma-3-1b-it,beam,round_1,0.2198,0.2542,20,10,0
gemma-3-1b-it,beam,round_2,0.8073,0.9348,62,47,42
gemma-3-1b-it,beam,round_3,0.9309,0.9739,52,65,62
gemma-3-1b-it,buckling,round_1,0.1669,0.1793,20,20,5
gemma-3-1b-it,buckling,round_2,0.575,0.7804,12,20,32
gemma-3-1b-it,buckling,round_3,0.5152,0.7528,20,20,15
gemma-3-1b-it,cable,round_1,0.2386,0.1532,9,10,12
gemma-3-1b-it,cable,round_2,0.9075,0.9563,92,39,9
gemma-3-1b-it,cable,round_3,0.4419,0.6597,95,47,57
gemma-3-1b-it,camera,round_1,0.1305,0.2104,2,0,9
gemma-3-1b-it,camera,round_2,0.8095,0.8929,12,37,30
gemma-3-1b-it,camera,round_3,0.7692,0.8742,49,35,30
gemma-3-1b-it,citybus,round_1,0.1828,0.3134,2,2,10
gemma-3-1b-it,citybus,round_2,0.8345,0.919,22,42,49
gemma-3-1b-it,citybus,round_3,0.9532,0.9685,59,49,49
gemma-3-1b-it,curiosity,round_1,0.2253,0.2955,0,2,20
gemma-3-1b-it,curiosity,round_2,0.7889,0.9019,73,14,43
gemma-3-1b-it,curiosity,round_3,0.5758,0.7794,19,24,39
gemma-3-1b-it,feda,round_1,0.2038,0.2017,0,25,5
gemma-3-1b-it,feda,round_2,0.7388,0.9117,12,34,37
gemma-3-1b-it,feda,round_3,0.6203,0.8381,12,45,50
gemma-3-1b-it,gator,round_1,0.2033,0.2589,14,25,7
gemma-3-1b-it,gator,round_2,0.7105,0.8,15,50,60
gemma-3-1b-it,gator,round_3,0.9686,0.9894,12,42,39
gemma-3-1b-it,gear,round_1,0.2016,0.1228,0,7,22
gemma-3-1b-it,gear,round_2,0.7816,0.9124,37,12,29
gemma-3-1b-it,gear,round_3,0.5795,0.7457,20,5,5
gemma-3-1b-it,gps_imu,round_1,0.1754,0.3243,0,10,7
gemma-3-1b-it,gps_imu,round_2,0.6903,0.867,12,27,29
gemma-3-1b-it,gps_imu,round_3,0.7467,0.7829,14,5,9
gemma-3-1b-it,handler,round_1,0.3788,0.2739,10,0,0
gemma-3-1b-it,handler,round_2,0.933,0.9742,55,75,70
gemma-3-1b-it,handler,round_3,0.5822,0.7839,72,50,37
gemma-3-1b-it,hmmwv,round_1,0.2071,0.2915,20,25,10
gemma-3-1b-it,hmmwv,round_2,0.5941,0.8183,39,37,29
gemma-3-1b-it,hmmwv,round_3,0.6592,0.8719,12,12,29
gemma-3-1b-it,kraz,round_1,0.3428,0.182,22,20,7
gemma-3-1b-it,kraz,round_2,0.718,0.9028,54,57,57
gemma-3-1b-it,kraz,round_3,0.524,0.7306,32,30,35
gemma-3-1b-it,lidar,round_1,0.1922,0.2948,0,7,17
gemma-3-1b-it,lidar,round_2,0.7099,0.8054,72,40,44
gemma-3-1b-it,lidar,round_3,0.6046,0.7279,7,25,32
gemma-3-1b-it,m113,round_1,0.2128,0.3147,10,20,17
gemma-3-1b-it,m113,round_2,0.7471,0.9121,12,42,32
gemma-3-1b-it,m113,round_3,0.7626,0.9456,27,62,34
gemma-3-1b-it,man,round_1,0.2184,0.2574,0,12,7
gemma-3-1b-it,man,round_2,0.9005,0.9652,54,42,32
gemma-3-1b-it,man,round_3,0.5713,0.7901,87,22,57
gemma-3-1b-it,mass_spring_damper,round_1,0.2272,0.1979,29,7,7
gemma-3-1b-it,mass_spring_damper,round_2,0.6815,0.8309,17,17,10
gemma-3-1b-it,mass_spring_damper,round_3,0.626,0.739,17,22,30
gemma-3-1b-it,particles,round_1,0.1992,0.1424,25,12,0
gemma-3-1b-it,particles,round_2,0.7259,0.8616,12,14,24
gemma-3-1b-it,particles,round_3,0.7648,0.886,68,12,24
gemma-3-1b-it,pendulum,round_1,0.1846,0.1523,27,0,10
gemma-3-1b-it,pendulum,round_2,0.7507,0.9136,59,19,22
gemma-3-1b-it,pendulum,round_3,0.6362,0.776,60,39,17
gemma-3-1b-it,rigid_highway,round_1,0.1766,0.266,2,10,10
gemma-3-1b-it,rigid_highway,round_2,0.8814,0.9494,12,47,65
gemma-3-1b-it,rigid_highway,round_3,0.8744,0.9768,12,12,52
gemma-3-1b-it,rigid_multipatches,round_1,0.2075,0.2183,20,20,7
gemma-3-1b-it,rigid_multipatches,round_2,0.674,0.7202,19,58,50
gemma-3-1b-it,rigid_multipatches,round_3,0.7375,0.9644,5,49,37
gemma-3-1b-it,rotor,round_1,0.1438,0.1769,2,2,2
gemma-3-1b-it,rotor,round_2,0.8217,0.9816,67,39,34
gemma-3-1b-it,rotor,round_3,0.5862,0.8847,12,14,32
gemma-3-1b-it,scm,round_1,0.1519,0.248,7,7,15
gemma-3-1b-it,scm,round_2,0.5424,0.8039,14,49,47
gemma-3-1b-it,scm,round_3,0.5789,0.7889,12,27,44
gemma-3-1b-it,scm_hill,round_1,0.1996,0.2226,0,12,2
gemma-3-1b-it,scm_hill,round_2,0.5873,0.804,14,37,34
gemma-3-1b-it,scm_hill,round_3,0.7869,0.9361,52,42,24
gemma-3-1b-it,sedan,round_1,0.1112,0.2824,27,0,2
gemma-3-1b-it,sedan,round_2,0.6828,0.8312,32,15,37
gemma-3-1b-it,sedan,round_3,0.5812,0.8047,16,25,42
gemma-3-1b-it,sensros,round_1,0.1529,0.1331,20,0,20
gemma-3-1b-it,sensros,round_2,0.481,0.4601,12,10,2
gemma-3-1b-it,sensros,round_3,0.6928,0.8851,32,0,7
gemma-3-1b-it,slider_crank,round_1,0.3998,0.2171,20,7,17
gemma-3-1b-it,slider_crank,round_2,0.6197,0.8141,55,39,39
gemma-3-1b-it,slider_crank,round_3,0.7344,0.8942,67,37,15
gemma-3-1b-it,tablecloth,round_1,0.1439,0.17,2,22,25
gemma-3-1b-it,tablecloth,round_2,0.6104,0.9047,90,12,31
gemma-3-1b-it,tablecloth,round_3,0.7608,0.9383,12,37,32
gemma-3-1b-it,turtlebot,round_1,0.191,0.2203,20,10,12
gemma-3-1b-it,turtlebot,round_2,0.7907,0.9007,50,42,67
gemma-3-1b-it,turtlebot,round_3,0.4453,0.7007,27,12,32
gemma-3-1b-it,uazbus,round_1,0.1429,0.1678,22,25,25
gemma-3-1b-it,uazbus,round_2,0.6899,0.8776,9,37,44
gemma-3-1b-it,uazbus,round_3,0.8079,0.9462,49,57,34
gemma-3-1b-it,veh_app,round_1,0.1542,0.2566,20,0,10
gemma-3-1b-it,veh_app,round_2,0.6617,0.8318,45,17,27
gemma-3-1b-it,veh_app,round_3,0.7604,0.8705,17,0,12
gemma-3-1b-it,vehros,round_1,0.2176,0.1442,5,0,5
gemma-3-1b-it,vehros,round_2,0.5427,0.6024,30,35,25
gemma-3-1b-it,vehros,round_3,0.6982,0.8257,49,40,27
gemma-3-1b-it,viper,round_1,0.2043,0.3122,2,12,25
gemma-3-1b-it,viper,round_2,0.6264,0.7743,52,10,42
gemma-3-1b-it,viper,round_3,0.7259,0.7821,79,40,30
gpt-4.1,art,round_1,0.3224,0.5975,87,25,0
gpt-4.1,art,round_2,0.8226,0.9974,12,77,82
gpt-4.1,art,round_3,0.9351,0.9974,67,85,80
gpt-4.1,beam,round_1,0.3354,0.3754,95,27,32
gpt-4.1,beam,round_2,0.7854,0.977,78,73,78
gpt-4.1,beam,round_3,0.8504,0.9726,64,49,62
gpt-4.1,buckling,round_1,0.2696,0.3892,64,0,12
gpt-4.1,buckling,round_2,0.8752,0.9877,93,72,69
gpt-4.1,buckling,round_3,0.5611,0.8407,17,32,30
gpt-4.1,cable,round_1,0.319,0.3565,84,52,32
gpt-4.1,cable,round_2,0.8216,0.8947,52,62,69
gpt-4.1,cable,round_3,0.4542,0.6912,74,7,27
gpt-4.1,camera,round_1,0.2728,0.4488,45,25,15
gpt-4.1,camera,round_2,0.9644,0.992,70,72,44
gpt-4.1,camera,round_3,0.8122,0.949,0,35,25
gpt-4.1,citybus,round_1,0.3232,0.5513,34,17,20
gpt-4.1,citybus,round_2,0.8789,0.9751,55,54,67
gpt-4.1,citybus,round_3,0.9685,0.9974,57,85,90
gpt-4.1,curiosity,round_1,0.3072,0.4211,32,27,14
gpt-4.1,curiosity,round_2,0.7472,0.9056,47,39,37
gpt-4.1,curiosity,round_3,0.564,0.8101,87,34,54
gpt-4.1,feda,round_1,0.3659,0.6381,7,0,27
gpt-4.1,feda,round_2,0.7916,0.782,44,69,62
gpt-4.1,feda,round_3,0.7728,0.8718,74,30,37
gpt-4.1,gator,round_1,0.3413,0.6087,27,9,24
gpt-4.1,gator,round_2,0.7036,0.7736,44,0,44
gpt-4.1,gator,round_3,0.9151,0.9947,52,67,64
gpt-4.1,gear,round_1,0.2951,0.419,84,12,12
gpt-4.1,gear,round_2,0.8825,0.9643,59,52,73
gpt-4.1,gear,round_3,0.7111,0.827,47,67,54
gpt-4.1,gps_imu,round_1,0.3671,0.612,95,5,0
gpt-4.1,gps_imu,round_2,0.7955,0.9125,37,57,34
gpt-4.1,gps_imu,round_3,0.7699,0.9323,49,62,64
gpt-4.1,handler,round_1,0.2542,0.5108,55,7,15
gpt-4.1,handler,round_2,0.9149,0.9439,52,75,60
gpt-4.1,handler,round_3,0.6431,0.8546,77,39,42
gpt-4.1,hmmwv,round_1,0.3707,0.6858,57,22,20
gpt-4.1,hmmwv,round_2,0.6046,0.719,12,0,35
gpt-4.1,hmmwv,round_3,0.6161,0.8975,28,59,62
gpt-4.1,kraz,round_1,0.3192,0.6065,72,20,32
gpt-4.1,kraz,round_2,0.7851,0.8949,79,69,59
gpt-4.1,kraz,round_3,0.5063,0.7626,12,12,0
gpt-4.1,lidar,round_1,0.3089,0.533,88,10,22
gpt-4.1,lidar,round_2,0.7627,0.8372,12,45,47
gpt-4.1,lidar,round_3,0.636,0.7709,12,0,22
gpt-4.1,m113,round_1,0.325,0.5812,87,25,17
gpt-4.1,m113,round_2,0.7452,0.9256,22,27,29
gpt-4.1,m113,round_3,0.891,0.9581,57,54,49
gpt-4.1,man,round_1,0.3126,0.5949,88,12,17
gpt-4.1,man,round_2,0.8362,0.9519,22,72,75
gpt-4.1,man,round_3,0.6901,0.8429,91,29,47
gpt-4.1,mass_spring_damper,round_1,0.3822,0.5024,69,30,32
gpt-4.1,mass_spring_damper,round_2,0.6964,0.9377,90,55,68
gpt-4.1,mass_spring_damper,round_3,0.7304,0.9176,52,52,73
gpt-4.1,particles,round_1,0.2878,0.2674,62,32,24
gpt-4.1,particles,round_2,0.8421,0.9501,64,73,64
gpt-4.1,particles,round_3,0.7278,0.9346,72,35,30
gpt-4.1,pendulum,round_1,0.3426,0.542,74,32,27
gpt-4.1,pendulum,round_2,0.6495,0.8278,12,40,42
gpt-4.1,pendulum,round_3,0.5489,0.8091,60,42,44
gpt-4.1,rigid_highway,round_1,0.326,0.5981,85,17,27
gpt-4.1,rigid_highway,round_2,0.8446,0.9528,77,62,82
gpt-4.1,rigid_highway,round_3,0.8401,0.9677,80,54,54
gpt-4.1,rigid_multipatches,round_1,0.3504,0.5795,39,17,22
gpt-4.1,rigid_multipatches,round_2,0.7297,0.9245,52,29,44
gpt-4.1,rigid_multipatches,round_3,0.7449,0.9538,85,52,37
gpt-4.1,rotor,round_1,0.2698,0.3869,69,34,27
gpt-4.1,rotor,round_2,0.8158,0.9445,12,29,29
gpt-4.1,rotor,round_3,0.7054,0.9049,80,34,27
gpt-4.1,scm,round_1,0.3336,0.6197,84,0,27
gpt-4.1,scm,round_2,0.5788,0.8569,87,29,76
gpt-4.1,scm,round_3,0.6203,0.8088,12,12,27
gpt-4.1,scm_hill,round_1,0.3171,0.5719,77,12,27
gpt-4.1,scm_hill,round_2,0.6399,0.8644,12,14,27
gpt-4.1,scm_hill,round_3,0.8521,0.9601,12,2,49
gpt-4.1,sedan,round_1,0.3613,0.6141,83,0,35
gpt-4.1,sedan,round_2,0.5692,0.7488,7,57,52
gpt-4.1,sedan,round_3,0.6299,0.8109,12,12,49
gpt-4.1,sensros,round_1,0.2916,0.4889,27,0,20
gpt-4.1,sensros,round_2,0.7446,0.9037,52,15,34
gpt-4.1,sensros,round_3,0.949,0.9853,55,40,12
gpt-4.1,slider_crank,round_1,0.3117,0.4149,67,12,34
gpt-4.1,slider_crank,round_2,0.6729,0.7593,72,52,57
gpt-4.1,slider_crank,round_3,0.7909,0.9207,64,39,64
gpt-4.1,tablecloth,round_1,0.2803,0.422,90,12,12
gpt-4.1,tablecloth,round_2,0.6553,0.859,64,57,65
gpt-4.1,tablecloth,round_3,0.8012,0.9357,82,46,46
gpt-4.1,turtlebot,round_1,0.335,0.6175,95,12,17
gpt-4.1,turtlebot,round_2,0.5569,0.8571,64,37,34
gpt-4.1,turtlebot,round_3,0.5216,0.7765,39,0,44
gpt-4.1,uazbus,round_1,0.3072,0.6064,62,12,0
gpt-4.1,uazbus,round_2,0.6581,0.8629,49,72,77
gpt-4.1,uazbus,round_3,0.7683,0.9412,9,12,14
gpt-4.1,veh_app,round_1,0.3321,0.6152,45,12,27
gpt-4.1,veh_app,round_2,0.8404,0.9091,12,62,62
gpt-4.1,veh_app,round_3,0.7807,0.9302,12,12,32
gpt-4.1,vehros,round_1,0.3535,0.482,37,20,5
gpt-4.1,vehros,round_2,0.6445,0.8914,67,15,49
gpt-4.1,vehros,round_3,0.7044,0.9064,77,0,32
gpt-4.1,viper,round_1,0.3225,0.5517,87,7,29
gpt-4.1,viper,round_2,0.8867,0.9901,81,64,67
gpt-4.1,viper,round_3,0.7569,0.9168,64,24,30
gpt-4.1-mini,art,round_1,0.298,0.5171,42,0,42
gpt-4.1-mini,art,round_2,0.9462,0.9949,58,68,77
gpt-4.1-mini,art,round_3,0.9103,0.9949,42,58,65
gpt-4.1-mini,beam,round_1,0.3011,0.2914,67,27,30
gpt-4.1-mini,beam,round_2,0.7494,0.9242,75,57,68
gpt-4.1-mini,beam,round_3,0.787,0.944,69,67,52
gpt-4.1-mini,buckling,round_1,0.2775,0.3589,47,12,27
gpt-4.1-mini,buckling,round_2,0.7871,0.9474,54,54,57
gpt-4.1-mini,buckling,round_3,0.5395,0.7589,64,0,37
gpt-4.1-mini,cable,round_1,0.3629,0.3238,82,12,22
gpt-4.1-mini,cable,round_2,0.942,0.9961,92,68,70
gpt-4.1-mini,cable,round_3,0.4589,0.6819,87,32,57
gpt-4.1-mini,camera,round_1,0.251,0.4256,60,17,12
gpt-4.1-mini,camera,round_2,0.8637,0.976,62,49,63
gpt-4.1-mini,camera,round_3,0.8099,0.9485,12,22,27
gpt-4.1-mini,citybus,round_1,0.3292,0.573,44,20,30
gpt-4.1-mini,citybus,round_2,0.8485,0.9702,80,59,62
gpt-4.1-mini,citybus,round_3,0.9334,0.9923,62,52,64
gpt-4.1-mini,curiosity,round_1,0.3479,0.3206,22,22,22
gpt-4.1-mini,curiosity,round_2,0.7857,0.9175,20,15,39
gpt-4.1-mini,curiosity,round_3,0.5606,0.8065,83,49,39
gpt-4.1-mini,feda,round_1,0.3063,0.5429,12,7,7
gpt-4.1-mini,feda,round_2,0.7944,0.8555,27,54,37
gpt-4.1-mini,feda,round_3,0.6294,0.8311,67,12,54
gpt-4.1-mini,gator,round_1,0.3473,0.5819,29,20,27
gpt-4.1-mini,gator,round_2,0.6372,0.8279,75,47,32
gpt-4.1-mini,gator,round_3,0.9076,0.9868,37,59,82
gpt-4.1-mini,gear,round_1,0.3008,0.3505,64,12,39
gpt-4.1-mini,gear,round_2,0.6681,0.8776,92,44,39
gpt-4.1-mini,gear,round_3,0.6033,0.6827,49,7,47
gpt-4.1-mini,gps_imu,round_1,0.2486,0.5196,83,20,27
gpt-4.1-mini,gps_imu,round_2,0.7353,0.9024,37,0,47
gpt-4.1-mini,gps_imu,round_3,0.7612,0.9606,47,44,59
gpt-4.1-mini,handler,round_1,0.3141,0.4197,47,30,25
gpt-4.1-mini,handler,round_2,0.8998,0.9355,47,42,20
gpt-4.1-mini,handler,round_3,0.5818,0.8512,74,20,42
gpt-4.1-mini,hmmwv,round_1,0.3083,0.5039,73,19,35
gpt-4.1-mini,hmmwv,round_2,0.5615,0.7093,12,0,37
gpt-4.1-mini,hmmwv,round_3,0.6022,0.8636,47,59,62
gpt-4.1-mini,kraz,round_1,0.3053,0.5161,90,15,39
gpt-4.1-mini,kraz,round_2,0.7258,0.8424,60,44,60
gpt-4.1-mini,kraz,round_3,0.4424,0.7635,74,0,32
gpt-4.1-mini,lidar,round_1,0.3084,0.4371,100,14,31
gpt-4.1-mini,lidar,round_2,0.6435,0.7921,37,12,22
gpt-4.1-mini,lidar,round_3,0.6116,0.7524,12,32,32
gpt-4.1-mini,m113,round_1,0.2559,0.5393,77,4,35
gpt-4.1-mini,m113,round_2,0.7484,0.9125,49,34,34
gpt-4.1-mini,m113,round_3,0.8137,0.8968,12,47,14
gpt-4.1-mini,man,round_1,0.2704,0.533,89,0,25
gpt-4.1-mini,man,round_2,0.7728,0.9373,39,59,62
gpt-4.1-mini,man,round_3,0.6762,0.7954,54,12,12
gpt-4.1-mini,mass_spring_damper,round_1,0.3422,0.3175,47,12,25
gpt-4.1-mini,mass_spring_damper,round_2,0.6871,0.9108,37,59,67
gpt-4.1-mini,mass_spring_damper,round_3,0.6758,0.8565,19,47,49
gpt-4.1-mini,particles,round_1,0.2731,0.221,62,17,30
gpt-4.1-mini,particles,round_2,0.8127,0.9499,64,57,62
gpt-4.1-mini,particles,round_3,0.8702,0.922,68,52,68
gpt-4.1-mini,pendulum,round_1,0.3245,0.4786,79,27,27
gpt-4.1-mini,pendulum,round_2,0.5238,0.7077,64,40,30
gpt-4.1-mini,pendulum,round_3,0.5444,0.7864,82,50,35
gpt-4.1-mini,rigid_highway,round_1,0.2827,0.5603,88,0,9
gpt-4.1-mini,rigid_highway,round_2,0.8648,0.9657,63,77,87
gpt-4.1-mini,rigid_highway,round_3,0.8249,0.9654,29,87,72
gpt-4.1-mini,rigid_multipatches,round_1,0.3869,0.6517,60,0,22
gpt-4.1-mini,rigid_multipatches,round_2,0.7418,0.9377,39,14,49
gpt-4.1-mini,rigid_multipatches,round_3,0.9098,0.9786,22,70,68
gpt-4.1-mini,rotor,round_1,0.2936,0.3502,67,12,32
gpt-4.1-mini,rotor,round_2,0.8542,0.9578,74,54,67
gpt-4.1-mini,rotor,round_3,0.6078,0.8571,69,14,39
gpt-4.1-mini,scm,round_1,0.3294,0.5424,84,22,15
gpt-4.1-mini,scm,round_2,0.5598,0.8475,79,62,54
gpt-4.1-mini,scm,round_3,0.6753,0.7906,52,42,49
gpt-4.1-mini,scm_hill,round_1,0.2618,0.4454,9,22,30
gpt-4.1-mini,scm_hill,round_2,0.6787,0.82,12,30,37
gpt-4.1-mini,scm_hill,round_3,0.8252,0.933,12,27,27
gpt-4.1-mini,sedan,round_1,0.3263,0.5305,62,20,27
gpt-4.1-mini,sedan,round_2,0.5895,0.7425,0,29,42
gpt-4.1-mini,sedan,round_3,0.5692,0.7623,32,14,25
gpt-4.1-mini,sensros,round_1,0.299,0.4141,36,0,29
gpt-4.1-mini,sensros,round_2,0.7618,0.9345,28,14,42
gpt-4.1-mini,sensros,round_3,0.9757,0.99,15,59,65
gpt-4.1-mini,slider_crank,round_1,0.3384,0.328,84,54,37
gpt-4.1-mini,slider_crank,round_2,0.6202,0.7397,87,22,62
gpt-4.1-mini,slider_crank,round_3,0.786,0.9619,93,67,52
gpt-4.1-mini,tablecloth,round_1,0.2502,0.3085,67,12,22
gpt-4.1-mini,tablecloth,round_2,0.6332,0.8742,79,64,62
gpt-4.1-mini,tablecloth,round_3,0.7774,0.9889,32,44,61
gpt-4.1-mini,turtlebot,round_1,0.2624,0.4635,45,25,19
gpt-4.1-mini,turtlebot,round_2,0.7576,0.9323,74,64,51
gpt-4.1-mini,turtlebot,round_3,0.5176,0.7565,75,14,49
gpt-4.1-mini,uazbus,round_1,0.2408,0.5069,54,15,25
gpt-4.1-mini,uazbus,round_2,0.5872,0.7177,54,12,64
gpt-4.1-mini,uazbus,round_3,0.8102,0.9227,27,29,37
gpt-4.1-mini,veh_app,round_1,0.2762,0.5507,12,0,19
gpt-4.1-mini,veh_app,round_2,0.785,0.8113,25,27,22
gpt-4.1-mini,veh_app,round_3,0.7482,0.9354,12,12,32
gpt-4.1-mini,vehros,round_1,0.3908,0.4139,30,25,20
gpt-4.1-mini,vehros,round_2,0.6358,0.8587,74,35,47
gpt-4.1-mini,vehros,round_3,0.711,0.8707,64,27,59
gpt-4.1-mini,viper,round_1,0.2912,0.4869,48,32,32
gpt-4.1-mini,viper,round_2,0.9141,0.9872,88,50,68
gpt-4.1-mini,viper,round_3,0.6883,0.9004,82,35,34
gpt-4.1-nano,art,round_1,0.2625,0.3096,59,0,25
gpt-4.1-nano,art,round_2,0.8281,0.9744,49,64,61
gpt-4.1-nano,art,round_3,0.9324,1.0,62,77,77
gpt-4.1-nano,beam,round_1,0.2509,0.2878,49,15,25
gpt-4.1-nano,beam,round_2,0.7238,0.9244,70,78,78
gpt-4.1-nano,beam,round_3,0.9288,0.9751,62,69,67
gpt-4.1-nano,buckling,round_1,0.2393,0.2599,47,12,21
gpt-4.1-nano,buckling,round_2,0.9798,0.9985,12,69,72
gpt-4.1-nano,buckling,round_3,0.5882,0.8181,89,7,12
gpt-4.1-nano,cable,round_1,0.2515,0.2051,32,0,30
gpt-4.1-nano,cable,round_2,0.8667,0.9808,12,73,77
gpt-4.1-nano,cable,round_3,0.4641,0.6482,12,17,57
gpt-4.1-nano,camera,round_1,0.2135,0.3298,37,14,20
gpt-4.1-nano,camera,round_2,0.9705,0.9954,12,54,57
gpt-4.1-nano,camera,round_3,0.8529,0.9788,86,30,20
gpt-4.1-nano,citybus,round_1,0.2652,0.3424,20,0,15
gpt-4.1-nano,citybus,round_2,0.866,0.9503,17,64,65
gpt-4.1-nano,citybus,round_3,0.8312,0.9896,12,47,32
gpt-4.1-nano,curiosity,round_1,0.3034,0.4007,0,0,27
gpt-4.1-nano,curiosity,round_2,0.8268,0.9407,69,57,54
gpt-4.1-nano,curiosity,round_3,0.6441,0.826,53,34,50
gpt-4.1-nano,feda,round_1,0.2649,0.406,12,0,2
gpt-4.1-nano,feda,round_2,0.7789,0.8199,12,14,32
gpt-4.1-nano,feda,round_3,0.5973,0.8125,5,35,22
gpt-4.1-nano,gator,round_1,0.2587,0.3082,12,27,32
gpt-4.1-nano,gator,round_2,0.5907,0.7571,2,12,14
gpt-4.1-nano,gator,round_3,0.9299,0.9894,77,68,67
gpt-4.1-nano,gear,round_1,0.223,0.3226,2,0,5
gpt-4.1-nano,gear,round_2,0.7134,0.9135,86,69,64
gpt-4.1-nano,gear,round_3,0.6185,0.7696,37,7,37
gpt-4.1-nano,gps_imu,round_1,0.2474,0.3601,47,25,22
gpt-4.1-nano,gps_imu,round_2,0.8089,0.9349,22,62,70
gpt-4.1-nano,gps_imu,round_3,0.7379,0.9347,47,75,74
gpt-4.1-nano,handler,round_1,0.2527,0.3961,60,5,25
gpt-4.1-nano,handler,round_2,0.9393,0.9695,40,60,60
gpt-4.1-nano,handler,round_3,0.6495,0.7941,57,25,25
gpt-4.1-nano,hmmwv,round_1,0.2513,0.4007,52,7,22
gpt-4.1-nano,hmmwv,round_2,0.5309,0.6228,12,7,25
gpt-4.1-nano,hmmwv,round_3,0.6277,0.9253,45,67,69
gpt-4.1-nano,kraz,round_1,0.2339,0.3345,27,35,25
gpt-4.1-nano,kraz,round_2,0.8188,0.8711,59,72,67
gpt-4.1-nano,kraz,round_3,0.5727,0.8234,27,0,25
gpt-4.1-nano,lidar,round_1,0.2667,0.3794,60,2,7
gpt-4.1-nano,lidar,round_2,0.5917,0.731,83,0,25
gpt-4.1-nano,lidar,round_3,0.5723,0.7087,12,20,14
gpt-4.1-nano,m113,round_1,0.2497,0.4089,42,30,15
gpt-4.1-nano,m113,round_2,0.6505,0.849,20,12,12
gpt-4.1-nano,m113,round_3,0.7936,0.9397,65,49,47
gpt-4.1-nano,man,round_1,0.2531,0.2605,22,25,17
gpt-4.1-nano,man,round_2,0.8281,0.9359,37,44,49
gpt-4.1-nano,man,round_3,0.5905,0.8084,32,32,37
gpt-4.1-nano,mass_spring_damper,round_1,0.3529,0.4019,59,17,5
gpt-4.1-nano,mass_spring_damper,round_2,0.6593,0.7432,57,52,52
gpt-4.1-nano,mass_spring_damper,round_3,0.805,0.9236,44,62,45
gpt-4.1-nano,particles,round_1,0.2849,0.2532,27,2,22
gpt-4.1-nano,particles,round_2,0.7993,0.9269,77,52,67
gpt-4.1-nano,particles,round_3,0.8956,0.9385,67,29,72
gpt-4.1-nano,pendulum,round_1,0.2962,0.3215,57,2,20
gpt-4.1-nano,pendulum,round_2,0.7891,0.9336,81,42,52
gpt-4.1-nano,pendulum,round_3,0.6605,0.9233,62,12,42
gpt-4.1-nano,rigid_highway,round_1,0.2873,0.411,49,0,30
gpt-4.1-nano,rigid_highway,round_2,0.7144,0.9271,12,22,67
gpt-4.1-nano,rigid_highway,round_3,0.8372,0.9615,12,55,37
