model,system,round,codebleu,ngram_match_score,weighted_ngram_match_score,syntax_match_score,dataflow_match_score,rouge1,rouge2,rougeL,rougeLsum,score_document,score_reference,score_reference_document
gemma-2-9b-it,m113,round_2,0.7887,0.8262,0.8557,0.9515,0.5213,0.9186,0.8801,0.8906,0.9186,12,0,32
gemma-2-9b-it,m113,round_3,0.8627,0.9156,0.9192,0.9506,0.6653,0.9519,0.9422,0.9447,0.9519,12,37,40
gemma-2-9b-it,man,round_1,0.1631,0.0002,0.0032,0.5592,0.0897,0.1822,0.0784,0.1518,0.1822,17,10,15
gemma-2-9b-it,man,round_2,0.9284,0.9033,0.9143,0.9701,0.9258,0.9345,0.9189,0.9320,0.9345,12,39,52
gemma-2-9b-it,man,round_3,0.6615,0.5975,0.6339,0.8966,0.5182,0.8453,0.7750,0.7302,0.8434,39,34,27
gemma-2-9b-it,mass_spring_damper,round_1,0.3162,0.0829,0.0991,0.6898,0.3929,0.4152,0.1588,0.2865,0.4152,32,25,44
gemma-2-9b-it,mass_spring_damper,round_2,0.7924,0.7723,0.7771,0.9277,0.6923,0.9365,0.8837,0.8039,0.9365,59,52,44
gemma-2-9b-it,mass_spring_damper,round_3,0.8811,0.8290,0.8304,0.9975,0.8678,0.9848,0.9613,0.7485,0.9848,72,18,45
gemma-2-9b-it,particles,round_1,0.3004,0.0672,0.0739,0.6624,0.3980,0.2942,0.0829,0.1752,0.2942,32,0,12
gemma-2-9b-it,particles,round_2,0.8616,0.8515,0.8553,0.9410,0.7984,0.9832,0.9470,0.8437,0.9832,29,57,68
gemma-2-9b-it,particles,round_3,0.9238,0.8697,0.8709,0.9981,0.9562,0.9380,0.9058,0.9080,0.9380,49,27,63
gemma-2-9b-it,pendulum,round_1,0.2779,0.0470,0.0545,0.6352,0.3750,0.3832,0.1214,0.2887,0.3832,24,15,10
gemma-2-9b-it,pendulum,round_2,0.8161,0.8082,0.8219,0.9880,0.6462,0.9243,0.8889,0.9243,0.9243,12,22,47
gemma-2-9b-it,pendulum,round_3,0.8438,0.7375,0.7516,0.9713,0.9147,0.9339,0.9055,0.9255,0.9339,12,38,45
gemma-2-9b-it,rigid_highway,round_1,0.2269,0.0162,0.0268,0.6545,0.2101,0.3140,0.0703,0.1860,0.3140,32,0,15
gemma-2-9b-it,rigid_highway,round_2,0.8821,0.8692,0.9493,0.9880,0.7220,0.9268,0.9140,0.9100,0.9268,69,72,69
gemma-2-9b-it,rigid_highway,round_3,0.8928,0.9478,0.9496,0.9650,0.7090,0.9829,0.9756,0.9805,0.9829,67,67,72
gemma-2-9b-it,rigid_multipatches,round_1,0.2407,0.0283,0.0392,0.5829,0.3123,0.2783,0.0756,0.1913,0.2783,73,20,7
gemma-2-9b-it,rigid_multipatches,round_2,0.8001,0.7946,0.8032,0.9668,0.6358,0.9312,0.8860,0.9120,0.9312,20,29,14
gemma-2-9b-it,rigid_multipatches,round_3,0.9259,0.8501,0.8537,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,17,78,69
gemma-2-9b-it,rotor,round_1,0.1848,0.0088,0.0245,0.5817,0.1241,0.2583,0.0664,0.1854,0.2583,27,0,27
gemma-2-9b-it,rotor,round_2,0.9600,0.9137,0.9264,1.0000,1.0000,1.0000,1.0000,1.0000,0.9977,64,77,80
gemma-2-9b-it,rotor,round_3,0.7968,0.7269,0.7348,0.8862,0.8391,0.9485,0.8783,0.9077,0.9485,55,54,49
gemma-2-9b-it,scm,round_1,0.2143,0.0107,0.0291,0.6445,0.1731,0.2278,0.0659,0.1622,0.2278,30,20,17
gemma-2-9b-it,scm,round_2,0.6291,0.6297,0.6309,0.9603,0.2955,0.8419,0.7347,0.6933,0.8419,12,39,44
gemma-2-9b-it,scm,round_3,0.6030,0.6280,0.6523,0.8723,0.2596,0.8116,0.7512,0.7358,0.8116,32,35,35
gemma-2-9b-it,scm_hill,round_1,0.2220,0.0129,0.0315,0.6462,0.1972,0.3035,0.0844,0.2230,0.3035,12,7,32
gemma-2-9b-it,scm_hill,round_2,0.5932,0.6089,0.6532,0.8855,0.2251,0.8106,0.7807,0.7812,0.8106,27,42,22
gemma-2-9b-it,scm_hill,round_3,0.8454,0.8954,0.9005,0.9557,0.6300,0.9420,0.9337,0.9420,0.9420,50,42,34
gemma-2-9b-it,sedan,round_1,0.1612,0.0002,0.0032,0.5574,0.0841,0.1866,0.0828,0.1518,0.1866,40,2,17
gemma-2-9b-it,sedan,round_2,0.6148,0.4870,0.5873,0.9406,0.4444,0.7596,0.6234,0.7321,0.7596,12,12,12
gemma-2-9b-it,sedan,round_3,0.6105,0.6063,0.6130,0.9056,0.3172,0.8342,0.7395,0.7487,0.8321,12,0,27
gemma-2-9b-it,sensros,round_1,0.2111,0.0052,0.0142,0.6077,0.2173,0.2483,0.0803,0.2003,0.2483,78,0,12
gemma-2-9b-it,sensros,round_2,0.6425,0.6349,0.6603,0.9021,0.3725,0.8296,0.8097,0.8225,0.8296,25,20,34
gemma-2-9b-it,sensros,round_3,0.6538,0.6434,0.6818,0.8826,0.4075,0.7832,0.7828,0.7832,0.7832,25,14,0
gemma-2-9b-it,slider_crank,round_1,0.2719,0.0380,0.0473,0.6232,0.3789,0.4286,0.1594,0.3016,0.4286,59,20,25
gemma-2-9b-it,slider_crank,round_2,0.8464,0.7357,0.7974,0.9169,0.9355,0.8784,0.8260,0.8312,0.8713,49,54,39
gemma-2-9b-it,slider_crank,round_3,0.8957,0.8911,0.8934,0.9974,0.8008,0.9755,0.9509,0.9730,0.9755,57,54,27
gemma-2-9b-it,tablecloth,round_1,0.1484,0.0006,0.0159,0.4848,0.0923,0.2251,0.0452,0.1388,0.2176,17,7,29
gemma-2-9b-it,tablecloth,round_2,0.6708,0.6909,0.7094,0.8540,0.4290,0.9157,0.8464,0.8061,0.9157,12,51,46
gemma-2-9b-it,tablecloth,round_3,0.7308,0.8586,0.8712,0.9188,0.2748,0.8680,0.8610,0.8613,0.8680,29,27,42
gemma-2-9b-it,turtlebot,round_1,0.2132,0.0601,0.0738,0.5174,0.2016,0.5232,0.2310,0.3716,0.5183,0,0,2
gemma-2-9b-it,turtlebot,round_2,0.8098,0.7208,0.7573,0.8927,0.8684,0.9578,0.8958,0.7857,0.9578,45,66,66
gemma-2-9b-it,turtlebot,round_3,0.4749,0.4140,0.4410,0.8072,0.2374,0.7728,0.6451,0.5905,0.7705,27,32,27
gemma-2-9b-it,uazbus,round_1,0.2088,0.0125,0.0306,0.6309,0.1614,0.3290,0.1126,0.2206,0.3290,29,2,17
gemma-2-9b-it,uazbus,round_2,0.8097,0.6843,0.7835,0.9286,0.8425,0.8616,0.7946,0.8137,0.8616,64,39,37
gemma-2-9b-it,uazbus,round_3,0.8741,0.9128,0.9144,0.9703,0.6988,0.9674,0.9455,0.9166,0.9674,52,37,27
gemma-2-9b-it,veh_app,round_1,0.1843,0.0019,0.0077,0.5784,0.1492,0.2643,0.0789,0.1821,0.2643,24,10,25
gemma-2-9b-it,veh_app,round_2,0.7297,0.8035,0.8150,0.8915,0.4088,0.8817,0.8611,0.8706,0.8817,74,24,24
gemma-2-9b-it,veh_app,round_3,0.7603,0.6927,0.7309,0.9432,0.6744,0.8338,0.8318,0.8338,0.8338,22,29,37
gemma-2-9b-it,vehros,round_1,0.2445,0.0157,0.0202,0.5315,0.4107,0.2930,0.0963,0.2141,0.2930,0,22,15
gemma-2-9b-it,vehros,round_2,0.5979,0.5164,0.5492,0.8898,0.4362,0.8328,0.7485,0.7463,0.8299,69,12,12
gemma-2-9b-it,vehros,round_3,0.7215,0.7252,0.7385,0.9095,0.5128,0.9106,0.8472,0.7907,0.9106,22,47,37
gemma-2-9b-it,viper,round_1,0.2492,0.0420,0.0517,0.6345,0.2687,0.5353,0.2249,0.3844,0.5304,22,10,32
gemma-2-9b-it,viper,round_2,0.8353,0.9330,0.9302,0.9907,0.4873,0.9957,0.9671,0.9158,0.9957,39,59,87
gemma-2-9b-it,viper,round_3,0.7444,0.6653,0.6889,0.9227,0.7009,0.8103,0.7143,0.7668,0.8103,74,30,12
gemma-3-1b-it,art,round_1,0.1886,0.0072,0.0110,0.5989,0.1372,0.2300,0.0559,0.1533,0.2300,15,2,7
gemma-3-1b-it,art,round_2,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,17,90,90
gemma-3-1b-it,art,round_3,0.9562,0.9554,0.9560,0.9973,0.9159,0.9923,0.9769,0.9769,0.9923,72,65,70
gemma-3-1b-it,beam,round_1,0.2198,0.0036,0.0048,0.6812,0.1896,0.2609,0.0537,0.1873,0.2542,20,10,0
gemma-3-1b-it,beam,round_2,0.8073,0.7654,0.7736,0.9392,0.7511,0.9348,0.9319,0.9348,0.9348,62,47,42
gemma-3-1b-it,beam,round_3,0.9309,0.9405,0.9433,0.9860,0.8537,0.9739,0.9738,0.9739,0.9739,52,65,62
gemma-3-1b-it,buckling,round_1,0.1669,0.0031,0.0040,0.5267,0.1340,0.1813,0.0410,0.1189,0.1793,20,20,5
gemma-3-1b-it,buckling,round_2,0.5750,0.5035,0.5491,0.9273,0.3201,0.7823,0.7153,0.7454,0.7804,12,20,32
gemma-3-1b-it,buckling,round_3,0.5152,0.4184,0.4330,0.8869,0.3226,0.7528,0.6187,0.7015,0.7528,20,20,15
gemma-3-1b-it,cable,round_1,0.2386,0.0101,0.0144,0.6703,0.2595,0.1532,0.0283,0.1089,0.1532,9,10,12
gemma-3-1b-it,cable,round_2,0.9075,0.8260,0.8331,0.9861,0.9850,0.9563,0.9283,0.9563,0.9563,92,39,9
gemma-3-1b-it,cable,round_3,0.4419,0.2815,0.4015,0.7965,0.2880,0.6597,0.6299,0.6387,0.6597,95,47,57
gemma-3-1b-it,camera,round_1,0.1305,0.0014,0.0030,0.3800,0.1375,0.2104,0.0535,0.1413,0.2104,2,0,9
gemma-3-1b-it,camera,round_2,0.8095,0.8333,0.8290,0.9369,0.6387,0.8929,0.8744,0.8861,0.8929,12,37,30
gemma-3-1b-it,camera,round_3,0.7692,0.7975,0.7977,0.9175,0.5642,0.8742,0.8423,0.8607,0.8742,49,35,30
gemma-3-1b-it,citybus,round_1,0.1828,0.0028,0.0046,0.5956,0.1283,0.3172,0.0449,0.1679,0.3134,2,2,10
gemma-3-1b-it,citybus,round_2,0.8345,0.8744,0.8821,0.9511,0.6303,0.9190,0.8959,0.9165,0.9190,22,42,49
gemma-3-1b-it,citybus,round_3,0.9532,0.9363,0.9377,0.9918,0.9469,0.9685,0.9579,0.9685,0.9685,59,49,49
gemma-3-1b-it,curiosity,round_1,0.2253,0.0415,0.0500,0.5089,0.3008,0.3061,0.1167,0.2005,0.2955,0,2,20
gemma-3-1b-it,curiosity,round_2,0.7889,0.8314,0.8392,0.9228,0.5625,0.9019,0.8763,0.8935,0.9019,73,14,43
gemma-3-1b-it,curiosity,round_3,0.5758,0.5154,0.5861,0.8785,0.3234,0.7794,0.7463,0.7441,0.7794,19,24,39
gemma-3-1b-it,feda,round_1,0.2038,0.0226,0.0312,0.5730,0.1883,0.2017,0.0472,0.1513,0.2017,0,25,5
gemma-3-1b-it,feda,round_2,0.7388,0.8560,0.8604,0.9395,0.2991,0.9117,0.8880,0.9091,0.9117,12,34,37
gemma-3-1b-it,feda,round_3,0.6203,0.6499,0.6931,0.9112,0.2271,0.8381,0.8311,0.8381,0.8381,12,45,50
gemma-3-1b-it,gator,round_1,0.2033,0.0085,0.0117,0.6226,0.1704,0.2589,0.0498,0.1738,0.2589,14,25,7
gemma-3-1b-it,gator,round_2,0.7105,0.6750,0.7065,0.9280,0.5327,0.8000,0.7800,0.7848,0.8000,15,50,60
gemma-3-1b-it,gator,round_3,0.9686,0.9526,0.9533,1.0000,0.9686,0.9894,0.9788,0.9894,0.9894,12,42,39
gemma-3-1b-it,gear,round_1,0.2016,0.0032,0.0046,0.3665,0.4321,0.1248,0.0332,0.1053,0.1228,0,7,22
gemma-3-1b-it,gear,round_2,0.7816,0.7436,0.7530,0.9539,0.6760,0.9124,0.8688,0.8812,0.9124,37,12,29
gemma-3-1b-it,gear,round_3,0.5795,0.5042,0.5144,0.8761,0.4234,0.7457,0.6453,0.6942,0.7457,20,5,5
gemma-3-1b-it,gps_imu,round_1,0.1754,0.0055,0.0059,0.4936,0.1966,0.3243,0.0572,0.1712,0.3243,0,10,7
gemma-3-1b-it,gps_imu,round_2,0.6903,0.6764,0.6930,0.8901,0.5015,0.8690,0.8411,0.8433,0.8670,12,27,29
gemma-3-1b-it,gps_imu,round_3,0.7467,0.5859,0.8078,0.9531,0.6399,0.7844,0.7406,0.7395,0.7829,14,5,9
gemma-3-1b-it,handler,round_1,0.3788,0.0118,0.0131,0.4905,0.0000,0.2775,0.0615,0.1586,0.2739,10,0,0
gemma-3-1b-it,handler,round_2,0.9330,0.8955,0.9024,0.9341,0.0000,0.9742,0.9667,0.9742,0.9742,55,75,70
gemma-3-1b-it,handler,round_3,0.5822,0.5596,0.6090,0.8481,0.3122,0.7839,0.7504,0.7779,0.7839,72,50,37
gemma-3-1b-it,hmmwv,round_1,0.2071,0.0097,0.0109,0.6061,0.2018,0.2915,0.0906,0.1895,0.2915,20,25,10
gemma-3-1b-it,hmmwv,round_2,0.5941,0.6232,0.6394,0.8644,0.2492,0.8183,0.7441,0.7559,0.8183,39,37,29
gemma-3-1b-it,hmmwv,round_3,0.6592,0.7127,0.7084,0.8524,0.3633,0.8719,0.8395,0.8473,0.8719,12,12,29
gemma-3-1b-it,kraz,round_1,0.3428,0.0040,0.0057,0.3616,0.0000,0.1870,0.0350,0.1222,0.1820,22,20,7
gemma-3-1b-it,kraz,round_2,0.7180,0.7587,0.7594,0.9247,0.4291,0.9028,0.8953,0.8980,0.9028,54,57,57
gemma-3-1b-it,kraz,round_3,0.5240,0.4717,0.4990,0.8976,0.2275,0.7306,0.6489,0.7093,0.7306,32,30,35
gemma-3-1b-it,lidar,round_1,0.1922,0.0173,0.0257,0.5119,0.2140,0.2948,0.0541,0.1680,0.2948,0,7,17
gemma-3-1b-it,lidar,round_2,0.7099,0.7480,0.7565,0.9390,0.3963,0.8054,0.7778,0.7896,0.8054,72,40,44
gemma-3-1b-it,lidar,round_3,0.6046,0.6275,0.6458,0.7855,0.3596,0.7279,0.6850,0.6943,0.7279,7,25,32
gemma-3-1b-it,m113,round_1,0.2128,0.0363,0.0392,0.5979,0.1778,0.3147,0.0531,0.1676,0.3147,10,20,17
gemma-3-1b-it,m113,round_2,0.7471,0.8356,0.8444,0.9434,0.3649,0.9121,0.8710,0.8917,0.9121,12,42,32
gemma-3-1b-it,m113,round_3,0.7626,0.8936,0.8985,0.9435,0.3147,0.9456,0.9382,0.9456,0.9456,27,62,34
gemma-3-1b-it,man,round_1,0.2184,0.0105,0.0117,0.5868,0.2646,0.2574,0.0596,0.1358,0.2574,0,12,7
gemma-3-1b-it,man,round_2,0.9005,0.9292,0.9311,0.9864,0.7555,0.9652,0.9521,0.9652,0.9652,54,42,32
gemma-3-1b-it,man,round_3,0.5713,0.5456,0.6133,0.8741,0.2521,0.7901,0.7773,0.7881,0.7901,87,22,57
gemma-3-1b-it,mass_spring_damper,round_1,0.2272,0.0151,0.0173,0.5370,0.3393,0.1979,0.0524,0.1615,0.1979,29,7,7
gemma-3-1b-it,mass_spring_damper,round_2,0.6815,0.6262,0.6595,0.8873,0.5529,0.8309,0.7516,0.7077,0.8309,17,17,10
gemma-3-1b-it,mass_spring_damper,round_3,0.6260,0.4885,0.5597,0.9724,0.4835,0.7390,0.7235,0.6774,0.7390,17,22,30
gemma-3-1b-it,particles,round_1,0.1992,0.0040,0.0047,0.5593,0.2289,0.1424,0.0317,0.1108,0.1424,25,12,0
gemma-3-1b-it,particles,round_2,0.7259,0.6259,0.6551,0.9148,0.7078,0.8616,0.8171,0.8409,0.8616,12,14,24
gemma-3-1b-it,particles,round_3,0.7648,0.7895,0.8025,0.9554,0.5118,0.8860,0.8578,0.8860,0.8860,68,12,24
gemma-3-1b-it,pendulum,round_1,0.1846,0.0255,0.0444,0.3402,0.3281,0.1562,0.0627,0.1406,0.1523,27,0,10
gemma-3-1b-it,pendulum,round_2,0.7507,0.7133,0.7179,0.9562,0.6154,0.9136,0.8388,0.8889,0.9136,59,19,22
gemma-3-1b-it,pendulum,round_3,0.6362,0.5156,0.5791,0.9713,0.4787,0.7760,0.7557,0.7727,0.7760,60,39,17
gemma-3-1b-it,rigid_highway,round_1,0.1766,0.0083,0.0109,0.5403,0.1471,0.2660,0.0777,0.1684,0.2660,2,10,10
gemma-3-1b-it,rigid_highway,round_2,0.8814,0.9163,0.9204,0.9592,0.7297,0.9494,0.9445,0.9494,0.9494,12,47,65
gemma-3-1b-it,rigid_highway,round_3,0.8744,0.9147,0.9171,0.9650,0.7008,0.9768,0.9596,0.9695,0.9768,12,12,52
gemma-3-1b-it,rigid_multipatches,round_1,0.2075,0.0076,0.0116,0.4908,0.3202,0.2205,0.0491,0.1693,0.2183,20,20,7
gemma-3-1b-it,rigid_multipatches,round_2,0.6740,0.5345,0.7367,0.9275,0.4971,0.7202,0.6727,0.7047,0.7202,19,58,50
gemma-3-1b-it,rigid_multipatches,round_3,0.7375,0.6857,0.6957,0.9402,0.6285,0.9644,0.9354,0.9556,0.9644,5,49,37
gemma-3-1b-it,rotor,round_1,0.1438,0.0023,0.0046,0.3878,0.1805,0.1769,0.0475,0.1517,0.1769,2,2,2
gemma-3-1b-it,rotor,round_2,0.8217,0.8443,0.8470,0.9978,0.5977,0.9839,0.9747,0.9839,0.9816,67,39,34
gemma-3-1b-it,rotor,round_3,0.5862,0.5852,0.6160,0.8787,0.2650,0.8847,0.8271,0.8169,0.8847,12,14,32
gemma-3-1b-it,scm,round_1,0.1519,0.0078,0.0135,0.4277,0.1587,0.2480,0.0593,0.1693,0.2480,7,7,15
gemma-3-1b-it,scm,round_2,0.5424,0.5386,0.6029,0.8163,0.2119,0.8039,0.7817,0.7800,0.8039,14,49,47
gemma-3-1b-it,scm,round_3,0.5789,0.5802,0.6339,0.8625,0.2389,0.7889,0.7798,0.7889,0.7889,12,27,44
gemma-3-1b-it,scm_hill,round_1,0.1996,0.0036,0.0048,0.6351,0.1549,0.2226,0.0328,0.1309,0.2226,0,12,2
gemma-3-1b-it,scm_hill,round_2,0.5873,0.5692,0.6085,0.8760,0.2953,0.8059,0.7560,0.7663,0.8040,14,37,34
gemma-3-1b-it,scm_hill,round_3,0.7869,0.8287,0.8818,0.9612,0.4758,0.9361,0.9026,0.9182,0.9361,52,42,24
gemma-3-1b-it,sedan,round_1,0.1112,0.0210,0.0336,0.3060,0.0841,0.2824,0.0945,0.1843,0.2824,27,0,2
gemma-3-1b-it,sedan,round_2,0.6828,0.7135,0.7252,0.9427,0.3497,0.8312,0.7940,0.7922,0.8312,32,15,37
gemma-3-1b-it,sedan,round_3,0.5812,0.5530,0.5981,0.8876,0.2862,0.8047,0.7529,0.7791,0.8047,16,25,42
gemma-3-1b-it,sensros,round_1,0.1529,0.0016,0.0037,0.5081,0.0982,0.1331,0.0348,0.0955,0.1331,20,0,20
gemma-3-1b-it,sensros,round_2,0.4810,0.2146,0.5332,0.8363,0.3400,0.4601,0.4504,0.4511,0.4601,12,10,2
gemma-3-1b-it,sensros,round_3,0.6928,0.6873,0.7074,0.9413,0.4350,0.8851,0.8559,0.8409,0.8851,32,0,7
gemma-3-1b-it,slider_crank,round_1,0.3998,0.0021,0.0030,0.5942,0.0000,0.2229,0.0516,0.1771,0.2171,20,7,17
gemma-3-1b-it,slider_crank,round_2,0.6197,0.6310,0.6803,0.8208,0.3468,0.8141,0.8047,0.8141,0.8141,55,39,39
gemma-3-1b-it,slider_crank,round_3,0.7344,0.7789,0.7937,0.9229,0.4422,0.8942,0.8700,0.8915,0.8942,67,37,15
gemma-3-1b-it,tablecloth,round_1,0.1439,0.0013,0.0025,0.3909,0.1808,0.1700,0.0372,0.1144,0.1700,2,22,25
gemma-3-1b-it,tablecloth,round_2,0.6104,0.6298,0.6454,0.8276,0.3387,0.9047,0.8578,0.8803,0.9047,90,12,31
gemma-3-1b-it,tablecloth,round_3,0.7608,0.8915,0.8990,0.9426,0.3099,0.9383,0.9275,0.9362,0.9383,12,37,32
gemma-3-1b-it,turtlebot,round_1,0.1910,0.0300,0.0444,0.4957,0.1938,0.2246,0.0511,0.1483,0.2203,20,10,12
gemma-3-1b-it,turtlebot,round_2,0.7907,0.7256,0.7308,0.8512,0.8553,0.9007,0.8351,0.7911,0.9007,50,42,67
gemma-3-1b-it,turtlebot,round_3,0.4453,0.3612,0.4270,0.8024,0.1906,0.7007,0.6317,0.6013,0.7007,27,12,32
gemma-3-1b-it,uazbus,round_1,0.1429,0.0032,0.0041,0.3939,0.1704,0.1711,0.0370,0.1141,0.1678,22,25,25
gemma-3-1b-it,uazbus,round_2,0.6899,0.7623,0.7557,0.9147,0.3268,0.8776,0.8634,0.8661,0.8776,9,37,44
gemma-3-1b-it,uazbus,round_3,0.8079,0.9032,0.9079,0.9505,0.4699,0.9462,0.9410,0.9462,0.9462,49,57,34
gemma-3-1b-it,veh_app,round_1,0.1542,0.0034,0.0042,0.3873,0.2218,0.2566,0.0526,0.1312,0.2566,20,0,10
gemma-3-1b-it,veh_app,round_2,0.6617,0.6869,0.7217,0.8790,0.3591,0.8318,0.8195,0.8279,0.8318,45,17,27
gemma-3-1b-it,veh_app,round_3,0.7604,0.6988,0.7320,0.9293,0.6814,0.8705,0.8555,0.8393,0.8705,17,0,12
gemma-3-1b-it,vehros,round_1,0.2176,0.0074,0.0093,0.5856,0.2679,0.1442,0.0338,0.1010,0.1442,5,0,5
gemma-3-1b-it,vehros,round_2,0.5427,0.4024,0.4854,0.8468,0.4362,0.6024,0.5503,0.5837,0.6024,30,35,25
gemma-3-1b-it,vehros,round_3,0.6982,0.6873,0.7359,0.8934,0.4762,0.8277,0.7532,0.7537,0.8257,49,40,27
gemma-3-1b-it,viper,round_1,0.2043,0.0146,0.0161,0.5252,0.2612,0.3165,0.0763,0.1941,0.3122,2,12,25
gemma-3-1b-it,viper,round_2,0.6264,0.6128,0.6806,0.8669,0.3452,0.7743,0.7256,0.7354,0.7743,52,10,42
gemma-3-1b-it,viper,round_3,0.7259,0.5849,0.7123,0.9227,0.6838,0.7821,0.7321,0.7617,0.7821,79,40,30
gpt-4.1,art,round_1,0.3224,0.1214,0.1461,0.7299,0.2920,0.5975,0.3691,0.4119,0.5975,87,25,0
gpt-4.1,art,round_2,0.8226,0.9133,0.9150,0.9973,0.4646,0.9974,0.9949,0.9974,0.9974,12,77,82
gpt-4.1,art,round_3,0.9351,0.9130,0.9143,0.9973,0.9159,0.9974,0.9871,0.9821,0.9974,67,85,80
gpt-4.1,beam,round_1,0.3354,0.0892,0.1016,0.7384,0.4123,0.3786,0.1526,0.2589,0.3754,95,27,32
gpt-4.1,beam,round_2,0.7854,0.7499,0.7818,0.9659,0.6438,0.9821,0.9591,0.8852,0.9770,78,73,78
gpt-4.1,beam,round_3,0.8504,0.7635,0.8015,0.9626,0.8740,0.9774,0.9558,0.9678,0.9726,64,49,62
gpt-4.1,buckling,round_1,0.2696,0.0485,0.0666,0.7399,0.2233,0.3911,0.1435,0.1955,0.3892,64,0,12
gpt-4.1,buckling,round_2,0.8752,0.9430,0.9444,0.9855,0.6278,0.9877,0.9708,0.9877,0.9877,93,72,69
gpt-4.1,buckling,round_3,0.5611,0.4340,0.4423,0.9338,0.4342,0.8423,0.6913,0.8167,0.8407,17,32,30
gpt-4.1,cable,round_1,0.3190,0.0300,0.0453,0.7885,0.4122,0.3565,0.1281,0.2364,0.3565,84,52,32
gpt-4.1,cable,round_2,0.8216,0.7878,0.9144,0.9826,0.6015,0.8947,0.8908,0.8947,0.8947,52,62,69
gpt-4.1,cable,round_3,0.4542,0.2933,0.3109,0.7982,0.4142,0.6912,0.5277,0.5287,0.6912,74,7,27
gpt-4.1,camera,round_1,0.2728,0.0653,0.0695,0.6107,0.3457,0.4561,0.2005,0.2707,0.4488,45,25,15
gpt-4.1,camera,round_2,0.9644,0.9764,0.9770,0.9798,0.9244,0.9920,0.9896,0.9920,0.9920,70,72,44
gpt-4.1,camera,round_3,0.8122,0.8771,0.9260,0.9475,0.4981,0.9490,0.9227,0.9425,0.9490,0,35,25
gpt-4.1,citybus,round_1,0.3232,0.0633,0.0778,0.7623,0.3894,0.5574,0.2888,0.3675,0.5513,34,17,20
gpt-4.1,citybus,round_2,0.8789,0.8535,0.8572,0.9728,0.8319,0.9751,0.9575,0.9726,0.9751,55,54,67
gpt-4.1,citybus,round_3,0.9685,0.9364,0.9377,1.0000,1.0000,0.9974,0.9948,0.9974,0.9974,57,85,90
gpt-4.1,curiosity,round_1,0.3072,0.0518,0.0567,0.6652,0.4553,0.4291,0.1504,0.2915,0.4211,32,27,14
gpt-4.1,curiosity,round_2,0.7472,0.6362,0.6726,0.9715,0.7083,0.9056,0.8201,0.8863,0.9056,47,39,37
gpt-4.1,curiosity,round_3,0.5640,0.4949,0.5153,0.9096,0.3362,0.8101,0.6924,0.7649,0.8101,87,34,54
gpt-4.1,feda,round_1,0.3659,0.1490,0.1637,0.8237,0.3274,0.6381,0.4207,0.4668,0.6381,7,0,27
gpt-4.1,feda,round_2,0.7916,0.6280,0.8378,0.9526,0.7479,0.7820,0.7479,0.7610,0.7820,44,69,62
gpt-4.1,feda,round_3,0.7728,0.6928,0.6983,0.9302,0.7697,0.8718,0.7897,0.7312,0.8718,74,30,37
gpt-4.1,gator,round_1,0.3413,0.1066,0.1242,0.8072,0.3274,0.6087,0.3880,0.4168,0.6087,27,9,24
gpt-4.1,gator,round_2,0.7036,0.4825,0.6570,0.9115,0.7632,0.7752,0.6990,0.7075,0.7736,44,0,44
gpt-4.1,gator,round_3,0.9151,0.9112,0.9129,0.9890,0.8475,0.9947,0.9841,0.9947,0.9947,52,67,64
gpt-4.1,gear,round_1,0.2951,0.0578,0.0640,0.6578,0.4007,0.4238,0.1551,0.2667,0.4190,84,12,12
gpt-4.1,gear,round_2,0.8825,0.7449,0.7850,1.0000,1.0000,0.9643,0.9418,0.9643,0.9643,59,52,73
gpt-4.1,gear,round_3,0.7111,0.5342,0.6290,0.9045,0.7766,0.8270,0.7532,0.7936,0.8270,47,67,54
gpt-4.1,gps_imu,round_1,0.3671,0.1699,0.1772,0.8026,0.3186,0.6120,0.3790,0.3956,0.6120,95,5,0
gpt-4.1,gps_imu,round_2,0.7955,0.7236,0.8430,0.9597,0.6558,0.9125,0.8596,0.8530,0.9125,37,57,34
gpt-4.1,gps_imu,round_3,0.7699,0.7961,0.8672,0.9458,0.4702,0.9323,0.8944,0.8963,0.9323,49,62,64
gpt-4.1,handler,round_1,0.2542,0.0300,0.0321,0.6046,0.3503,0.5147,0.2682,0.3458,0.5108,55,7,15
gpt-4.1,handler,round_2,0.9149,0.8639,0.8687,0.9267,0.0000,0.9439,0.9074,0.9403,0.9439,52,75,60
gpt-4.1,handler,round_3,0.6431,0.6371,0.6445,0.8608,0.4299,0.8546,0.7452,0.6903,0.8546,77,39,42
gpt-4.1,hmmwv,round_1,0.3707,0.1495,0.1634,0.8292,0.3408,0.6887,0.4460,0.4763,0.6858,57,22,20
gpt-4.1,hmmwv,round_2,0.6046,0.5398,0.6035,0.8771,0.3981,0.7190,0.6389,0.6736,0.7190,12,0,35
gpt-4.1,hmmwv,round_3,0.6161,0.5792,0.6709,0.8714,0.3429,0.8997,0.8177,0.7652,0.8975,28,59,62
gpt-4.1,kraz,round_1,0.3192,0.0755,0.0886,0.7853,0.3274,0.6065,0.3526,0.4323,0.6065,72,20,32
gpt-4.1,kraz,round_2,0.7851,0.7060,0.6963,0.9271,0.8110,0.8949,0.8494,0.8520,0.8949,79,69,59
