Model,System,Round,Score Document,Score Reference,Score Ref+Doc
deepseek-r1,art,first,0,1,9
deepseek-r1,art,second,0,2,
deepseek-r1,art,third,85,6,
gpt-4.1-nano,gator,third,85,5,
gpt-4.1-nano,gear,first,75,8,6
gpt-4.1-nano,gear,second,75,2,
gpt-4.1-nano,gear,third,75,4,
gpt-4.1-nano,gps_imu,first,85,4,6
gpt-4.1-nano,gps_imu,second,90,60,
gpt-4.1-nano,gps_imu,third,85,75,9
gpt-4.1-nano,handler,first,75,3,6
gpt-4.1-nano,handler,second,85,7,9
gpt-4.1-nano,handler,third,75,4,
gpt-4.1-nano,hmmwv,first,70,2,6
gpt-4.1-nano,hmmwv,second,85,4,8
gpt-4.1-nano,hmmwv,third,85,65,8
gpt-4.1-nano,kraz,first,70,2,3
gpt-4.1-nano,kraz,second,85,1,9
gpt-4.1-nano,kraz,third,85,,
gpt-4.1-nano,lidar,first,75,3,
gpt-4.1-nano,lidar,second,70,4,5
gpt-4.1-nano,lidar,third,70,30,7
gpt-4.1-nano,m113,first,70,3,7
gpt-4.1-nano,m113,second,85,3,
gpt-4.1-nano,m113,third,85,4,9
gpt-4.1-nano,man,first,70,2,4
gpt-4.1-nano,man,second,85,4,
gpt-4.1-nano,man,third,85,5,8
gpt-4.1-nano,mass_spring_damper,first,85,4,7
gpt-4.1-nano,mass_spring_damper,second,85,4,9
gpt-4.1-nano,mass_spring_damper,third,85,2,8
gpt-4.1-nano,particles,first,70,2,
gpt-4.1-nano,particles,second,85,70,9
gpt-4.1-nano,particles,third,85,2,
gpt-4.1-nano,pendulum,first,85,1,7
gpt-4.1-nano,pendulum,second,85,2,5
gpt-4.1-nano,pendulum,third,85,65,7
gpt-4.1-nano,rigid_highway,first,80,3,6
gpt-4.1-nano,rigid_highway,second,85,1,9
gpt-4.1-nano,rigid_highway,third,85,60,9
gpt-4.1-nano,rigid_multipatches,first,65,3,
gpt-4.1-nano,rigid_multipatches,second,70,5,
gpt-4.1-nano,rigid_multipatches,third,85,3,7
gpt-4.1-nano,rotor,first,75,3,
gpt-4.1-nano,rotor,second,85,65,8
gpt-4.1-nano,rotor,third,85,65,
gpt-4.1-nano,scm,first,85,3,
gpt-4.1-nano,scm,second,85,65,
gpt-4.1-nano,scm,third,85,4,9
gpt-4.1-nano,scm_hill,first,80,,5
gpt-4.1-nano,scm_hill,second,85,65,
gpt-4.1-nano,scm_hill,third,85,5,
gpt-4.1-nano,sedan,first,60,1,5
gpt-4.1-nano,sedan,second,85,4,7
gpt-4.1-nano,sedan,third,85,4,
gpt-4.1-nano,sensros,first,75,3,
gpt-4.1-nano,sensros,second,85,65,
gpt-4.1-nano,sensros,third,85,65,
gpt-4.1-nano,slider_crank,first,85,4,7
gpt-4.1-nano,slider_crank,second,85,5,8
gpt-4.1-nano,slider_crank,third,85,4,
gpt-4.1-nano,tablecloth,first,85,4,6
gpt-4.1-nano,tablecloth,second,85,,9
gpt-4.1-nano,tablecloth,third,85,65,8
gpt-4.1-nano,turtlebot,first,85,2,
gpt-4.1-nano,turtlebot,second,85,65,
gpt-4.1-nano,turtlebot,third,85,5,
gpt-4.1-nano,uazbus,first,85,4,5
gpt-4.1-nano,uazbus,second,85,5,
gpt-4.1-nano,uazbus,third,85,65,9
gpt-4.1-nano,vehros,first,70,3,4
gpt-4.1-nano,vehros,second,90,5,9
gpt-4.1-nano,vehros,third,85,4,7
gpt-4.1-nano,veh_app,first,85,0,6
gpt-4.1-nano,veh_app,second,85,65,8
gpt-4.1-nano,veh_app,third,85,1,
gpt-4.1-nano,viper,first,75,4,6
gpt-4.1-nano,viper,second,85,6,9
gpt-4.1-nano,viper,third,85,9,7
gpt-4o-mini,art,first,65,3,4
gpt-4o-mini,art,second,90,7,10
gpt-4o-mini,art,third,85,7,10
gpt-4o-mini,beam,first,45,3,5
gpt-4o-mini,beam,second,85,5,9
gpt-4o-mini,beam,third,90,5,
gpt-4o-mini,buckling,first,75,3,7
gpt-4o-mini,buckling,second,85,75,
gpt-4o-mini,buckling,third,85,5,7
gpt-4o-mini,cable,first,75,3,6
gpt-4o-mini,cable,second,85,6,10
gpt-4o-mini,cable,third,85,4,
gpt-4o-mini,camera,first,85,10,
gpt-4o-mini,camera,second,60,2,6
gpt-4o-mini,camera,third,60,10,3
gpt-4o-mini,citybus,first,70,3,4
gpt-4o-mini,citybus,second,85,,10
gpt-4o-mini,citybus,third,85,7,
gpt-4o-mini,curiosity,first,70,3,5
gpt-4o-mini,curiosity,second,85,10,
gpt-4o-mini,curiosity,third,75,4,7
gpt-4o-mini,feda,first,85,6,3
gpt-4o-mini,feda,second,85,5,8
gpt-4o-mini,feda,third,85,65,
gpt-4o-mini,gator,first,70,4,5
gpt-4o-mini,gator,second,85,9,8
gpt-4o-mini,gator,third,85,5,
gpt-4o-mini,gear,first,80,3,8
gpt-4o-mini,gear,second,75,65,9
gpt-4o-mini,gear,third,85,0,
gpt-4o-mini,gps_imu,first,70,2,
gpt-4o-mini,gps_imu,second,85,4,8
gpt-4o-mini,gps_imu,third,85,18,
gpt-4o-mini,handler,first,75,0,7
gpt-4o-mini,handler,second,90,70,
gpt-4o-mini,handler,third,85,4,7
gpt-4o-mini,hmmwv,first,60,3,
gpt-4o-mini,hmmwv,second,85,4,
gpt-4o-mini,hmmwv,third,85,65,8
gpt-4o-mini,kraz,first,65,2,
gpt-4o-mini,kraz,second,85,60,
gpt-4o-mini,kraz,third,85,5,7
gpt-4o-mini,lidar,first,75,3,
gpt-4o-mini,lidar,second,65,60,
gpt-4o-mini,lidar,third,60,4,4
gpt-4o-mini,m113,first,85,2,4
gpt-4o-mini,m113,second,85,4,7
gpt-4o-mini,m113,third,85,3,3
gpt-4o-mini,man,first,75,3,5
gpt-4o-mini,man,second,85,65,9
gpt-4o-mini,man,third,90,5,7
gpt-4o-mini,mass_spring_damper,first,85,3,7
gpt-4o-mini,mass_spring_damper,second,85,12,1
gpt-4o-mini,mass_spring_damper,third,80,0,4
llama-3.1-8b-instruct,art,first,30,2,1
llama-3.1-8b-instruct,art,second,85,7,10
llama-3.1-8b-instruct,art,third,85,7,10
llama-3.1-8b-instruct,art,gpt-4.1-mini,first,5,0,1
llama-3.1-8b-instruct,art,gpt-4.1-mini,second,90,,9
llama-3.1-8b-instruct,art,gpt-4.1-mini,third,85,9,
llama-3.1-8b-instruct,art,gpt-4.1-nano,first,35,,
llama-3.1-8b-instruct,art,gpt-4.1-nano,second,70,8,
llama-3.1-8b-instruct,art,gpt-4.1-nano,third,85,,
llama-3.1-8b-instruct,art,gpt-4o-mini,first,30,2,2
llama-3.1-8b-instruct,art,gpt-4o-mini,second,85,70,9
llama-3.1-8b-instruct,art,gpt-4o-mini,third,90,7,
llama-3.1-8b-instruct,beam,first,65,2,4
llama-3.1-8b-instruct,beam,second,85,65,
llama-3.1-8b-instruct,beam,third,85,7,
llama-3.1-8b-instruct,beam,gpt-4.1-mini,first,20,10,
llama-3.1-8b-instruct,beam,gpt-4.1-mini,second,70,,6
llama-3.1-8b-instruct,beam,gpt-4.1-mini,third,75,8,
llama-3.1-8b-instruct,beam,gpt-4.1-nano,first,85,0,
llama-3.1-8b-instruct,beam,gpt-4.1-nano,second,90,,5
llama-3.1-8b-instruct,beam,gpt-4.1-nano,third,85,,
llama-3.1-8b-instruct,beam,gpt-4o-mini,first,60,2,3
llama-3.1-8b-instruct,beam,gpt-4o-mini,second,85,4,
llama-3.1-8b-instruct,beam,gpt-4o-mini,third,85,65,10
llama-3.1-8b-instruct,buckling,first,40,0,5
llama-3.1-8b-instruct,buckling,second,85,65,9
llama-3.1-8b-instruct,buckling,third,85,89,5
llama-3.1-8b-instruct,buckling,gpt-4.1-mini,first,15,,2
llama-3.1-8b-instruct,buckling,gpt-4.1-mini,second,70,7,5
llama-3.1-8b-instruct,buckling,gpt-4.1-mini,third,45,82,
llama-3.1-8b-instruct,buckling,gpt-4.1-nano,first,75,6,
llama-3.1-8b-instruct,buckling,gpt-4.1-nano,second,90,,
llama-3.1-8b-instruct,buckling,gpt-4.1-nano,third,85,,
llama-3.1-8b-instruct,buckling,gpt-4o-mini,first,40,2,4
llama-3.1-8b-instruct,buckling,gpt-4o-mini,second,90,65,
llama-3.1-8b-instruct,buckling,gpt-4o-mini,third,85,45,
llama-3.1-8b-instruct,cable,first,25,2,
llama-3.1-8b-instruct,cable,second,85,5,
llama-3.1-8b-instruct,cable,third,90,3,
llama-3.1-8b-instruct,cable,gpt-4.1-mini,first,15,2,2
llama-3.1-8b-instruct,cable,gpt-4.1-mini,second,90,6,
llama-3.1-8b-instruct,cable,gpt-4.1-mini,third,85,,7
llama-3.1-8b-instruct,cable,gpt-4.1-nano,first,35,10,
llama-3.1-8b-instruct,cable,gpt-4.1-nano,second,85,,
llama-3.1-8b-instruct,cable,gpt-4.1-nano,third,85,1,
llama-3.1-8b-instruct,cable,gpt-4o-mini,first,30,0,2
llama-3.1-8b-instruct,cable,gpt-4o-mini,second,85,7,10
llama-3.1-8b-instruct,cable,gpt-4o-mini,third,85,5,
llama-3.1-8b-instruct,camera,first,60,2,
llama-3.1-8b-instruct,camera,second,70,3,7
llama-3.1-8b-instruct,camera,third,85,2,
llama-3.1-8b-instruct,camera,gpt-4.1-mini,first,15,0,1
llama-3.1-8b-instruct,camera,gpt-4.1-mini,second,67,,
llama-3.1-8b-instruct,camera,gpt-4.1-mini,third,78,2,
llama-3.1-8b-instruct,camera,gpt-4.1-nano,first,65,,
llama-3.1-8b-instruct,camera,gpt-4.1-nano,second,65,,
llama-3.1-8b-instruct,camera,gpt-4.1-nano,third,90,,
llama-3.1-8b-instruct,camera,gpt-4o-mini,first,60,,2
llama-3.1-8b-instruct,camera,gpt-4o-mini,second,70,3,4
llama-3.1-8b-instruct,camera,gpt-4o-mini,third,85,4,
llama-3.1-8b-instruct,citybus,first,60,2,
llama-3.1-8b-instruct,citybus,second,85,2,9
llama-3.1-8b-instruct,citybus,third,90,70,10
llama-3.1-8b-instruct,citybus,gpt-4.1-mini,first,25,20,
llama-3.1-8b-instruct,citybus,gpt-4.1-mini,second,92,,
llama-3.1-8b-instruct,citybus,gpt-4.1-mini,third,92,4,
llama-3.1-8b-instruct,citybus,gpt-4.1-nano,first,55,3,0
llama-3.1-8b-instruct,citybus,gpt-4.1-nano,second,85,,
llama-3.1-8b-instruct,citybus,gpt-4.1-nano,third,85,7,
llama-3.1-8b-instruct,citybus,gpt-4o-mini,first,45,3,3
llama-3.1-8b-instruct,citybus,gpt-4o-mini,second,85,2,8
llama-3.1-8b-instruct,citybus,gpt-4o-mini,third,85,7,
llama-3.1-8b-instruct,curiosity,first,25,3,
llama-3.1-8b-instruct,curiosity,second,85,2,7
llama-3.1-8b-instruct,curiosity,third,85,4,80
llama-3.1-8b-instruct,curiosity,gpt-4.1-mini,first,15,5,1
llama-3.1-8b-instruct,curiosity,gpt-4.1-mini,second,73,5,9
llama-3.1-8b-instruct,curiosity,gpt-4.1-mini,third,85,3,
llama-3.1-8b-instruct,curiosity,gpt-4.1-nano,first,55,87,
llama-3.1-8b-instruct,curiosity,gpt-4.1-nano,second,85,7,1
llama-3.1-8b-instruct,curiosity,gpt-4.1-nano,third,85,4,
llama-3.1-8b-instruct,curiosity,gpt-4o-mini,first,30,,
llama-3.1-8b-instruct,curiosity,gpt-4o-mini,second,85,5,7
llama-3.1-8b-instruct,curiosity,gpt-4o-mini,third,85,4,7
llama-3.1-8b-instruct,feda,first,30,2,3
llama-3.1-8b-instruct,feda,second,85,5,7
llama-3.1-8b-instruct,feda,third,85,3,4
llama-3.1-8b-instruct,feda,gpt-4.1-mini,first,10,1,
llama-3.1-8b-instruct,feda,gpt-4.1-mini,second,90,7,9
llama-3.1-8b-instruct,feda,gpt-4.1-mini,third,60,0,
llama-3.1-8b-instruct,feda,gpt-4.1-nano,first,45,3,
llama-3.1-8b-instruct,feda,gpt-4.1-nano,second,85,,
llama-3.1-8b-instruct,feda,gpt-4.1-nano,third,75,,
llama-3.1-8b-instruct,feda,gpt-4o-mini,first,45,2,3
llama-3.1-8b-instruct,feda,gpt-4o-mini,second,85,65,9
llama-3.1-8b-instruct,feda,gpt-4o-mini,third,60,4,
llama-3.1-8b-instruct,gator,first,60,16,
llama-3.1-8b-instruct,gator,second,85,65,
llama-3.1-8b-instruct,gator,third,85,3,8
llama-3.1-8b-instruct,gator,gpt-4.1-mini,first,10,2,
llama-3.1-8b-instruct,gator,gpt-4.1-mini,second,92,,
llama-3.1-8b-instruct,gator,gpt-4.1-mini,third,88,,
llama-3.1-8b-instruct,gator,gpt-4.1-nano,first,55,,
llama-3.1-8b-instruct,gator,gpt-4.1-nano,second,85,,5
llama-3.1-8b-instruct,gator,gpt-4.1-nano,third,85,,
llama-3.1-8b-instruct,gator,gpt-4o-mini,first,40,1,4
llama-3.1-8b-instruct,gator,gpt-4o-mini,second,85,65,
llama-3.1-8b-instruct,gator,gpt-4o-mini,third,85,65,7
llama-3.1-8b-instruct,gear,first,40,,2
llama-3.1-8b-instruct,gear,second,85,65,
llama-3.1-8b-instruct,gear,third,75,,9
llama-3.1-8b-instruct,gear,gpt-4.1-mini,first,10,5,1
llama-3.1-8b-instruct,gear,gpt-4.1-mini,second,88,9,
llama-3.1-8b-instruct,gear,gpt-4.1-mini,third,90,,
llama-3.1-8b-instruct,gear,gpt-4.1-nano,first,85,4,
llama-3.1-8b-instruct,gear,gpt-4.1-nano,second,75,7,
llama-3.1-8b-instruct,gear,gpt-4.1-nano,third,85,2,
llama-3.1-8b-instruct,gear,gpt-4o-mini,first,40,0,3
llama-3.1-8b-instruct,gear,gpt-4o-mini,second,75,7,9
llama-3.1-8b-instruct,gear,gpt-4o-mini,third,75,45,8
llama-3.1-8b-instruct,gps_imu,first,60,3,5
llama-3.1-8b-instruct,gps_imu,second,85,65,7
llama-3.1-8b-instruct,gps_imu,third,85,65,
llama-3.1-8b-instruct,gps_imu,gpt-4.1-mini,first,15,0,
llama-3.1-8b-instruct,gps_imu,gpt-4.1-mini,second,90,5,
llama-3.1-8b-instruct,gps_imu,gpt-4.1-mini,third,92,6,
llama-3.1-8b-instruct,gps_imu,gpt-4.1-nano,first,25,3,
llama-3.1-8b-instruct,gps_imu,gpt-4.1-nano,second,85,,
llama-3.1-8b-instruct,gps_imu,gpt-4.1-nano,third,85,5,10
llama-3.1-8b-instruct,gps_imu,gpt-4o-mini,first,60,2,4
llama-3.1-8b-instruct,gps_imu,gpt-4o-mini,second,85,65,8
llama-3.1-8b-instruct,gps_imu,gpt-4o-mini,third,85,29,10
llama-3.1-8b-instruct,handler,first,60,2,2
llama-3.1-8b-instruct,handler,second,85,7,
llama-3.1-8b-instruct,handler,third,85,,
llama-3.1-8b-instruct,handler,gpt-4.1-mini,first,20,13,
llama-3.1-8b-instruct,handler,gpt-4.1-mini,second,92,,
llama-3.1-8b-instruct,handler,gpt-4.1-mini,third,85,,8
llama-3.1-8b-instruct,handler,gpt-4.1-nano,first,55,,
llama-3.1-8b-instruct,handler,gpt-4.1-nano,second,85,,
llama-3.1-8b-instruct,handler,gpt-4.1-nano,third,85,,
llama-3.1-8b-instruct,handler,gpt-4o-mini,first,50,3,
llama-3.1-8b-instruct,handler,gpt-4o-mini,second,85,4,9
llama-3.1-8b-instruct,handler,gpt-4o-mini,third,85,1,
llama-3.1-8b-instruct,hmmwv,first,65,30,3
llama-3.1-8b-instruct,hmmwv,second,85,4,6
llama-3.1-8b-instruct,hmmwv,third,85,4,7
llama-3.1-8b-instruct,hmmwv,gpt-4.1-mini,first,10,0,2
llama-3.1-8b-instruct,hmmwv,gpt-4.1-mini,second,10,82,
llama-3.1-8b-instruct,hmmwv,gpt-4.1-mini,third,60,72,
llama-3.1-8b-instruct,hmmwv,gpt-4.1-nano,first,45,4,
llama-3.1-8b-instruct,hmmwv,gpt-4.1-nano,second,75,,
llama-3.1-8b-instruct,hmmwv,gpt-4.1-nano,third,72,6,
llama-3.1-8b-instruct,hmmwv,gpt-4o-mini,first,40,2,3
llama-3.1-8b-instruct,hmmwv,gpt-4o-mini,second,85,5,6
llama-3.1-8b-instruct,hmmwv,gpt-4o-mini,third,85,4,6
llama-3.1-8b-instruct,kraz,first,60,2,2
llama-3.1-8b-instruct,kraz,second,85,4,
llama-3.1-8b-instruct,kraz,third,85,4,8
llama-3.1-8b-instruct,kraz,gpt-4.1-mini,first,10,22,2
llama-3.1-8b-instruct,kraz,gpt-4.1-mini,second,65,6,
llama-3.1-8b-instruct,kraz,gpt-4.1-mini,third,70,63,5
llama-3.1-8b-instruct,kraz,gpt-4.1-nano,first,25,1,
llama-3.1-8b-instruct,kraz,gpt-4.1-nano,second,85,15,
llama-3.1-8b-instruct,kraz,gpt-4.1-nano,third,90,2,
llama-3.1-8b-instruct,kraz,gpt-4o-mini,first,30,2,3
llama-3.1-8b-instruct,kraz,gpt-4o-mini,second,85,2,
llama-3.1-8b-instruct,kraz,gpt-4o-mini,third,85,4,6
llama-3.1-8b-instruct,lidar,first,40,3,1
llama-3.1-8b-instruct,lidar,second,70,23,7
llama-3.1-8b-instruct,lidar,third,0,2,
llama-3.1-8b-instruct,lidar,gpt-4.1-mini,first,20,52,2
llama-3.1-8b-instruct,lidar,gpt-4.1-mini,second,40,,5
llama-3.1-8b-instruct,lidar,gpt-4.1-mini,third,0,0,0
llama-3.1-8b-instruct,lidar,gpt-4.1-nano,first,65,3,
llama-3.1-8b-instruct,lidar,gpt-4.1-nano,second,85,4,
llama-3.1-8b-instruct,lidar,gpt-4.1-nano,third,0,5,
llama-3.1-8b-instruct,lidar,gpt-4o-mini,first,30,2,1
llama-3.1-8b-instruct,lidar,gpt-4o-mini,second,70,60,7
llama-3.1-8b-instruct,lidar,gpt-4o-mini,third,0,,
llama-3.1-8b-instruct,m113,first,60,2,2
llama-3.1-8b-instruct,m113,second,85,,
llama-3.1-8b-instruct,m113,third,85,5,
llama-3.1-8b-instruct,m113,gpt-4.1-mini,first,15,2,1
llama-3.1-8b-instruct,m113,gpt-4.1-mini,second,93,,7
llama-3.1-8b-instruct,m113,gpt-4.1-mini,third,75,3,
llama-3.1-8b-instruct,m113,gpt-4.1-nano,first,45,,
llama-3.1-8b-instruct,m113,gpt-4.1-nano,second,85,,
llama-3.1-8b-instruct,m113,gpt-4.1-nano,third,85,,0
llama-3.1-8b-instruct,m113,gpt-4o-mini,first,65,2,5
llama-3.1-8b-instruct,m113,gpt-4o-mini,second,85,1,65
llama-3.1-8b-instruct,m113,gpt-4o-mini,third,85,1,8
llama-3.1-8b-instruct,man,first,30,2,2
llama-3.1-8b-instruct,man,second,85,4,7
llama-3.1-8b-instruct,man,third,85,5,7
llama-3.1-8b-instruct,man,gpt-4.1-mini,first,10,10,
llama-3.1-8b-instruct,man,gpt-4.1-mini,second,77,6,
llama-3.1-8b-instruct,man,gpt-4.1-mini,third,25,85,5
llama-3.1-8b-instruct,man,gpt-4.1-nano,first,55,4,0
llama-3.1-8b-instruct,man,gpt-4.1-nano,second,85,,1
llama-3.1-8b-instruct,man,gpt-4.1-nano,third,90,4,
llama-3.1-8b-instruct,man,gpt-4o-mini,first,30,2,2
llama-3.1-8b-instruct,man,gpt-4o-mini,second,85,5,
llama-3.1-8b-instruct,man,gpt-4o-mini,third,85,4,
llama-3.1-8b-instruct,mass_spring_damper,first,30,,2
llama-3.1-8b-instruct,mass_spring_damper,second,85,5,7
llama-3.1-8b-instruct,mass_spring_damper,third,85,4,8
llama-3.1-8b-instruct,mass_spring_damper,gpt-4.1-mini,first,15,,1
llama-3.1-8b-instruct,mass_spring_damper,gpt-4.1-mini,second,65,2,5
llama-3.1-8b-instruct,mass_spring_damper,gpt-4.1-mini,third,83,2,
llama-3.1-8b-instruct,mass_spring_damper,gpt-4.1-nano,first,45,3,
llama-3.1-8b-instruct,mass_spring_damper,gpt-4.1-nano,second,85,,6
llama-3.1-8b-instruct,mass_spring_damper,gpt-4.1-nano,third,85,,
llama-3.1-8b-instruct,mass_spring_damper,gpt-4o-mini,first,40,2,
llama-3.1-8b-instruct,mass_spring_damper,gpt-4o-mini,second,75,4,6
llama-3.1-8b-instruct,mass_spring_damper,gpt-4o-mini,third,85,90,8
llama-3.1-8b-instruct,particles,first,65,3,4
llama-3.1-8b-instruct,particles,second,90,4,8
llama-3.1-8b-instruct,particles,third,85,65,
llama-3.1-8b-instruct,particles,gpt-4.1-mini,first,5,61,
llama-3.1-8b-instruct,particles,gpt-4.1-mini,second,65,8,
llama-3.1-8b-instruct,particles,gpt-4.1-mini,third,90,,3
llama-3.1-8b-instruct,particles,gpt-4.1-nano,first,45,,
llama-3.1-8b-instruct,particles,gpt-4.1-nano,second,78,4,
llama-3.1-8b-instruct,particles,gpt-4.1-nano,third,85,4,
llama-3.1-8b-instruct,particles,gpt-4o-mini,first,60,2,3
llama-3.1-8b-instruct,particles,gpt-4o-mini,second,85,4,8
llama-3.1-8b-instruct,particles,gpt-4o-mini,third,85,65,9
llama-3.1-8b-instruct,pendulum,first,60,3,
llama-3.1-8b-instruct,pendulum,second,85,4,6
llama-3.1-8b-instruct,pendulum,third,75,5,8
llama-3.1-8b-instruct,pendulum,gpt-4.1-mini,first,15,74,
llama-3.1-8b-instruct,pendulum,gpt-4.1-mini,second,75,,
llama-3.1-8b-instruct,pendulum,gpt-4.1-mini,third,50,10,6
llama-3.1-8b-instruct,pendulum,gpt-4.1-nano,first,55,89,
llama-3.1-8b-instruct,pendulum,gpt-4.1-nano,second,85,,
llama-3.1-8b-instruct,pendulum,gpt-4.1-nano,third,85,7,
llama-3.1-8b-instruct,pendulum,gpt-4o-mini,first,40,2,3
llama-3.1-8b-instruct,pendulum,gpt-4o-mini,second,85,0,6
llama-3.1-8b-instruct,pendulum,gpt-4o-mini,third,85,,7
llama-3.1-8b-instruct,rigid_highway,first,60,3,6
llama-3.1-8b-instruct,rigid_highway,second,85,5,9
llama-3.1-8b-instruct,rigid_highway,third,85,10,8
llama-3.1-8b-instruct,rigid_highway,gpt-4.1-mini,first,10,3,1
llama-3.1-8b-instruct,rigid_highway,gpt-4.1-mini,second,90,5,
llama-3.1-8b-instruct,rigid_highway,gpt-4.1-mini,third,90,1,7
llama-3.1-8b-instruct,rigid_highway,gpt-4.1-nano,first,85,4,
llama-3.1-8b-instruct,rigid_highway,gpt-4.1-nano,second,85,8,
llama-3.1-8b-instruct,rigid_highway,gpt-4.1-nano,third,90,3,
llama-3.1-8b-instruct,rigid_highway,gpt-4o-mini,first,65,2,4
llama-3.1-8b-instruct,rigid_highway,gpt-4o-mini,second,85,65,9
llama-3.1-8b-instruct,rigid_highway,gpt-4o-mini,third,85,5,9
llama-3.1-8b-instruct,rigid_multipatches,first,40,2,2
llama-3.1-8b-instruct,rigid_multipatches,second,90,4,7
llama-3.1-8b-instruct,rigid_multipatches,third,90,2,
llama-3.1-8b-instruct,rigid_multipatches,gpt-4.1-mini,first,10,0,1
llama-3.1-8b-instruct,rigid_multipatches,gpt-4.1-mini,second,75,,8
llama-3.1-8b-instruct,rigid_multipatches,gpt-4.1-mini,third,90,4,9
llama-3.1-8b-instruct,rigid_multipatches,gpt-4.1-nano,first,30,5,
llama-3.1-8b-instruct,rigid_multipatches,gpt-4.1-nano,second,85,8,
llama-3.1-8b-instruct,rigid_multipatches,gpt-4.1-nano,third,85,,5
llama-3.1-8b-instruct,rigid_multipatches,gpt-4o-mini,first,30,3,
llama-3.1-8b-instruct,rigid_multipatches,gpt-4o-mini,second,75,5,
llama-3.1-8b-instruct,rigid_multipatches,gpt-4o-mini,third,95,5,
llama-3.1-8b-instruct,rotor,first,20,2,2
llama-3.1-8b-instruct,rotor,second,85,6,8
llama-3.1-8b-instruct,rotor,third,85,65,
llama-3.1-8b-instruct,rotor,gpt-4.1-mini,first,5,0,0
llama-3.1-8b-instruct,rotor,gpt-4.1-mini,second,65,8,
llama-3.1-8b-instruct,rotor,gpt-4.1-mini,third,50,70,8
llama-3.1-8b-instruct,rotor,gpt-4.1-nano,first,30,1,
llama-3.1-8b-instruct,rotor,gpt-4.1-nano,second,85,3,
llama-3.1-8b-instruct,rotor,gpt-4.1-nano,third,85,,
llama-3.1-8b-instruct,rotor,gpt-4o-mini,first,30,2,1
llama-3.1-8b-instruct,rotor,gpt-4o-mini,second,85,65,8
llama-3.1-8b-instruct,rotor,gpt-4o-mini,third,85,65,
llama-3.1-8b-instruct,scm,first,55,2,2
llama-3.1-8b-instruct,scm,second,85,5,
llama-3.1-8b-instruct,scm,third,85,5,
llama-3.1-8b-instruct,scm,gpt-4.1-mini,first,10,,
llama-3.1-8b-instruct,scm,gpt-4.1-mini,second,60,,6
llama-3.1-8b-instruct,scm,gpt-4.1-mini,third,70,26,
llama-3.1-8b-instruct,scm,gpt-4.1-nano,first,65,78,
llama-3.1-8b-instruct,scm,gpt-4.1-nano,second,85,4,1
llama-3.1-8b-instruct,scm,gpt-4.1-nano,third,85,3,
llama-3.1-8b-instruct,scm,gpt-4o-mini,first,60,3,2
llama-3.1-8b-instruct,scm,gpt-4o-mini,second,85,4,
llama-3.1-8b-instruct,scm,gpt-4o-mini,third,85,4,6
llama-3.1-8b-instruct,scm_hill,first,40,2,3
llama-3.1-8b-instruct,scm_hill,second,70,30,
llama-3.1-8b-instruct,scm_hill,third,65,0,
llama-3.1-8b-instruct,scm_hill,gpt-4.1-mini,first,20,10,1
llama-3.1-8b-instruct,scm_hill,gpt-4.1-mini,second,43,16,5
llama-3.1-8b-instruct,scm_hill,gpt-4.1-mini,third,10,35,3
llama-3.1-8b-instruct,scm_hill,gpt-4.1-nano,first,45,4,
llama-3.1-8b-instruct,scm_hill,gpt-4.1-nano,second,30,,
llama-3.1-8b-instruct,scm_hill,gpt-4.1-nano,third,65,,
llama-3.1-8b-instruct,scm_hill,gpt-4o-mini,first,60,2,2
llama-3.1-8b-instruct,scm_hill,gpt-4o-mini,second,70,2,5
llama-3.1-8b-instruct,scm_hill,gpt-4o-mini,third,85,3,4
llama-3.1-8b-instruct,sedan,first,30,3,2
llama-3.1-8b-instruct,sedan,second,85,6,7
llama-3.1-8b-instruct,sedan,third,85,4,7
llama-3.1-8b-instruct,sedan,gpt-4.1-mini,first,10,5,1
llama-3.1-8b-instruct,sedan,gpt-4.1-mini,second,65,45,6
llama-3.1-8b-instruct,sedan,gpt-4.1-mini,third,88,3,
llama-3.1-8b-instruct,sedan,gpt-4.1-nano,first,15,77,
llama-3.1-8b-instruct,sedan,gpt-4.1-nano,second,85,5,
llama-3.1-8b-instruct,sedan,gpt-4.1-nano,third,85,,
llama-3.1-8b-instruct,sedan,gpt-4o-mini,first,40,3,3
llama-3.1-8b-instruct,sedan,gpt-4o-mini,second,85,4,
llama-3.1-8b-instruct,sedan,gpt-4o-mini,third,85,65,7
llama-3.1-8b-instruct,sensros,first,40,2,
llama-3.1-8b-instruct,sensros,second,85,4,9
llama-3.1-8b-instruct,sensros,third,85,5,8
llama-3.1-8b-instruct,sensros,gpt-4.1-mini,first,10,2,1
llama-3.1-8b-instruct,sensros,gpt-4.1-mini,second,40,2,
llama-3.1-8b-instruct,sensros,gpt-4.1-mini,third,88,,9
llama-3.1-8b-instruct,sensros,gpt-4.1-nano,first,30,10,
llama-3.1-8b-instruct,sensros,gpt-4.1-nano,second,78,,
llama-3.1-8b-instruct,sensros,gpt-4.1-nano,third,85,8,
llama-3.1-8b-instruct,sensros,gpt-4o-mini,first,40,2,2
llama-3.1-8b-instruct,sensros,gpt-4o-mini,second,80,6,9
llama-3.1-8b-instruct,sensros,gpt-4o-mini,third,85,6,9
llama-3.1-8b-instruct,slider_crank,first,60,3,6
llama-3.1-8b-instruct,slider_crank,second,85,5,9
llama-3.1-8b-instruct,slider_crank,third,85,5,
